label,sentence
1,Gorgeous to look at but insufferably tedious and turgid...a curiously constricted epic.
0,"Then again, in a better movie, you might not have noticed."
3,A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels.
1,"The re- enactments, however fascinating they may be as history, are too crude to serve the work especially well."
4,"If a horror movie's primary goal is to frighten and disturb, then They works spectacularly well...A shiver-inducing, nerve-rattling ride."
0,"Oedekerk mugs mercilessly, and the genuinely funny jokes are few and far between."
1,Often silly – and gross – but it's rarely as moronic as some campus gross-out films.
2,Perhaps the film should be seen as a conversation starter.
4,"Spielberg's first real masterpiece, it deserved all the hearts it won -- and wins still, 20 years later."
2,"(Haynes') homage to such films as ""All That Heaven Allows"" and ""Imitation of Life"" transcends them."
0,"...unlike (Scorsese's Mean Streets), Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot."
3,You may feel compelled to watch the film twice or pick up a book on the subject.
3,"Slow and ponderous, but Rohmer's drama builds to an intense indoor drama about compassion, sacrifice, and Christian love in the face of political corruption."
0,Sheridan's take on the author's schoolboy memoir ... is a rather toothless take on a hard young life.
4,"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love, history, memory, resistance and artistic transcendence."
0,under-rehearsed and lifeless
4,The film offers an intriguing what-if premise.
1,This 10th film in the series looks and feels tired.
3,"You needn't be steeped in '50s sociology, pop culture or movie lore to appreciate the emotional depth of Haynes' work."
4,Rarely have I seen a film so willing to champion the fallibility of the human heart.
4,"A witty, low-key romantic comedy."
3,"What enlivens this film, beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors, is a note of defiance over social dictates."
2,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter.
3,"A delightful little film that revels in its own simplicity, Mostly Martha will leave you with a smile on your face and a grumble in your stomach."
3,"It's hard to quibble with a flick boasting this many genuine cackles, but Notorious C.H.O. still feels like a promising work-in-progress."
1,"A shoddy male hip hop fantasy filled with guns, expensive cars, lots of naked women and Rocawear clothing."
3,"A strong and confident work which works so well for the first 89 minutes, but ends so horrendously confusing in the final two"
0,Even the hastily and amateurishly drawn animation cannot engage.
4,"With 'Bowling for Columbine,' Michael Moore gives us the perfect starting point for a national conversation about guns, violence, and fear."
3,I liked it just enough.
4,It's the funniest American comedy since Graffiti Bridge.
3,"After an uncertain start, Murder hits and generally sustains a higher plateau with Bullock's memorable first interrogation of Gosling."
2,A decidedly mixed bag.
3,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants, Dogtown and Z-Boys has a compelling story to tell."
4,...a delicious crime drama on par with the slickest of Mamet.
1,"On top of a foundering performance, (Madonna's) denied her own athleticism by lighting that emphasizes every line and sag."
2,"It comes off as so silly that you wouldn't be surprised if BA, Murdock and rest of the A-Team were seen giving chase in a black and red van."
2,Paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre.
3,"On the surface a silly comedy, Scotland, PA would be forgettable if it weren't such a clever adaptation of the bard's tragic play."
4,"Mostly works because of the universal themes, earnest performances ... and excellent use of music by India's popular Gulzar and Jagjit Singh."
0,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time.
4,"But the performances of Pacino, Williams, and Swank keep the viewer wide-awake all the way through."
2,it somehow managed to make its way past my crappola radar and find a small place in my heart
0,"A boring, pretentious muddle that uses a sensational, real-life 19th-Century crime as a metaphor for -- well, I'm not exactly sure what -- and has all the dramatic weight of a raindrop."
3,"Far From Heaven is a dazzling conceptual feat, but more than that, it's a work of enthralling drama."
4,"Blessed with a searing lead performance by Ryan Gosling (Murder by Numbers), the movie is powerful and provocative."
2,"This movie has a strong message about never giving up on a loved one, but it's not an easy movie to watch and will probably disturb many who see it."
2,"Although it doesn't always hang together -- violence and whimsy don't combine easily -- ""Cherish"" certainly isn't dull."
0,The film desperately sinks further and further into comedy futility.
1,It almost feels as if the movie is more interested in entertaining itself than in amusing us.
1,A low-rent retread of the Alien pictures.
1,It merely indulges in the worst elements of all of them.
4,There's none of the happily-ever -after spangle of Monsoon Wedding in Late Marriage -- and that's part of what makes Dover Kosashvili's outstanding feature debut so potent.
0,The entire film is one big excuse to play one lewd scene after another.
3,"A fascinating examination of the joyous, turbulent self-discovery made by a proper, middle-aged woman."
3,"Has an unmistakable, easy joie de vivre."
3,It's a rare window on an artistic collaboration.
2,"An unremarkable, modern action/comedy buddy movie whose only nod to nostalgia is in the title."
1,Report card: Doesn't live up to the exalted tagline - there's definite room for improvement.
1,"Too intensely focused on the travails of being Hal Hartley to function as pastiche, No Such Thing is Hartley's least accessible screed yet."
4,A backstage must-see for true fans of comedy.
1,"It's got the brawn, but not the brains."
2,But I do.
1,Lacks dramatic punch and depth.
3,"It may be a no-brainer, but at least it's a funny no-brainer."
1,"Like the excruciating End of Days, Collateral Damage presents Schwarzenegger as a tragic figure, but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions."
2,Who is this movie for?
3,A great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family.
0,"Ozpetek offers an AIDS subtext, skims over the realities of gay sex, and presents yet another tired old vision of the gay community as an all-inclusive world where uptight, middle class bores like Antonia can feel good about themselves."
0,"The leads are so unmemorable, despite several attempts at lengthy dialogue scenes, that one eventually resents having to inhale this gutter romancer's secondhand material."
0,A relative letdown.
1,"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast, Bartleby squanders as much as it gives out."
3,A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales.
4,Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness.
1,Inconsequential road-and-buddy pic.
2,"With miscast leads, banal dialogue and an absurdly overblown climax, Killing Me Softly belongs firmly in the so-bad-it's-good camp."
0,"It's been 13 months and 295 preview screenings since I last walked out on a movie, but Resident Evil really earned my indignant, preemptive departure."
3,The leanest and meanest of Solondz's misanthropic comedies.
3,About Schmidt belongs to Nicholson.
3,"Its metaphors are opaque enough to avoid didacticism, and the film succeeds as an emotionally accessible, almost mystical work."
0,Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches.
2,"Unspools like a highbrow, low-key, 102-minute infomercial, blending entrepreneurial zeal with the testimony of satisfied customers."
3,"Even if it pushes its agenda too forcefully, this remains a film about something, one that attempts and often achieves a level of connection and concern."
2,It's a sight to behold.
2,"The setting is so cool that it chills the characters, reducing our emotional stake in the outcome of ""Intacto's"" dangerous and seductively stylish game."
2,"If you're not totally weirded- out by the notion of cinema as community-therapy spectacle, Quitting hits home with disorienting force."
2,Better than the tepid Star Trek: Insurrection; falls short of First Contact because the villain couldn't pick the lint off Borg Queen Alice Krige's cape; and finishes half a parsec (a nose) ahead of Generations.
2,"At times THE GUYS taps into some powerful emotions, but this kind of material is more effective on stage."
2,Anyone else seen this before?
1,"The film is grossly contradictory in conveying its social message, if indeed there is one."
3,"Daringly perceptive, taut, piercing and feisty, Biggie and Tupac is undeniably subversive and involving in its bold presentation."
1,Boyd's screenplay (co-written with Guardian hack Nick Davies) has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon.
3,"Not about scares but a mood in which an ominous, pervasive, and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense."
3,This deeply spiritual film taps into the meaning and consolation in afterlife communications.
3,I know that I'll never listen to Marvin Gaye or the Supremes the same way again
2,Bearable.
1,"A big, loud, bang-the-drum bore."
2,Mostly the film is just hectic and homiletic: two parts exhausting Men in Black mayhem to one part family values.
0,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn't incomprehensible.
0,"After Collateral Damage, you might imagine that most every aggrieved father cliché has been unturned."
3,Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell.
4,"Laugh-out-loud lines, adorably ditsy but heartfelt performances, and sparkling, bittersweet dialogue that cuts to the chase of the modern girl's dilemma."
3,Essentially a collection of bits -- and they're all naughty.
1,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools.
3,Ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese 'cultural revolution.'
3,"Happily, some things are immune to the folly of changing taste and attitude."
0,Viewers will need all the luck they can muster just figuring out who's who in this pretentious mess.
3,The viewer takes great pleasure in watching the resourceful Molly stay a step ahead of her pursuers.
3,"With We Were Soldiers, Hollywood makes a valiant attempt to tell a story about the Vietnam War before the pathology set in."
1,"I just saw this movie... well, it's probably not accurate to call it a movie."
2,The director has injected self-consciousness into the proceedings at every turn.
3,"One of the smarter offerings the horror genre has produced in recent memory, even if it's far tamer than advertised."
4,"A well-done film of a self-reflexive, philosophical nature."
1,"Still, it just sits there like a side dish no one ordered."
2,Wiser souls would have tactfully pretended not to see it and left it lying there
2,How I Killed My Father is one of those art house films that makes you feel like you're watching an iceberg melt -- only it never melts.
3,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east, Far East, in retelling a historically significant, and personal, episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world's democracie"
1,"Who, exactly, is fighting whom here?"
1,"can be as tiresome as 9 seconds of Jesse Helms' anti- Castro rhetoric, which are included"
1,"It's a lot to ask people to sit still for two hours and change watching such a character, especially when rendered in as flat and impassive a manner as Phoenix's."
1,"In truth, it has all the heart of a porno flick (but none of the sheer lust)."
1,Cherish would've worked a lot better had it been a short film.
2,Sometimes shorter is better.
2,"As Schmidt, Nicholson walks with a slow, deliberate gait, chooses his words carefully and subdues his natural exuberance."
3,"If you're looking for an intelligent movie in which you can release your pent up anger, ENOUGH is just the ticket you need."
2,"Hardly a nuanced portrait of a young woman's breakdown, the film nevertheless works up a few scares."
1,"Maybe there's a metaphor here, but figuring it out wouldn't make Trouble Every Day any better."
1,"A zippy 96 minutes of mediocre special effects, hoary dialogue, fluxing accents, and -- worst of all -- silly-looking Morlocks."
1,"Every so often a film comes along that is so insanely stupid, so awful in so many ways that watching it leaves you giddy."
3,But it is entertaining on an inferior level.
3,Plummer steals the show without resorting to camp as Nicholas' wounded and wounding Uncle Ralph.
2,A penetrating glimpse into the tissue-thin ego of the stand-up comic.
1,"Evokes the frustration, the awkwardness and the euphoria of growing up, without relying on the usual tropes."
2,The problems of the people in Love in the Time of Money are hardly specific to their era.
2,"The question hanging over The Time Machine is not, as the main character suggests, 'what if?'"
4,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing."
0,"As it is, it's too long and unfocused."
1,"This is not a classical dramatic animated feature, nor a hip, contemporary, in-jokey one."
3,"I'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy,' but Real Women Have Curves truly is life affirming."
1,"Too much of Storytelling moves away from Solondz's social critique, casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries."
3,Charlotte Sometimes is a gem.
2,"The movie, while beautiful, feels labored, with a hint of the writing exercise about it."
2,The symbols float like butterflies and the spinning styx sting like bees.
2,"The result is more depressing than liberating, but it's never boring."
3,Australia: Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place.
3,"As immaculate as Stuart Little 2 is, it could be a lot better if it were, well, more adventurous."
0,"Further sad evidence that Tom Tykwer, director of the resonant and sense-spinning Run Lola Run, has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap."
2,"Benigni presents himself as the boy puppet Pinocchio, complete with receding hairline, weathered countenance and American Breckin Meyer's ridiculously inappropriate Valley Boy voice."
3,(A) satisfying niblet.
3,"This is a more fascinating look at the future than ""Bladerunner"" and one of the most high-concept sci fi adventures attempted for the screen."
1,"Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting, Circuit is the awkwardly paced soap opera-ish story."
3,It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide.
1,You try to guess the order in which the kids in the house will be gored.
2,"I highly recommend Irwin, but not in the way this film showcases him."
4,"Payne has created a beautiful canvas, and Nicholson proves once again that he's the best brush in the business."
1,(Siegel) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie.
3,"While the material is slight, the movie is better than you might think."
2,Meant for Star Wars fans.
2,"The video work is so grainy and rough, so dependent on being 'naturalistic' rather than carefully lit and set up, that it's exhausting to watch."
1,"Unambitious writing emerges in the movie, using a plot that could have come from an animated-movie screenwriting textbook."
3,"The film's strength isn't in its details, but in the larger picture it paints - of a culture in conflict with itself, with the thin veneer of nationalism that covers our deepest, media-soaked fears."
1,I don't think most of the people who loved the 1989 Paradiso will prefer this new version.
1,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women.
1,"Broomfield's style of journalism is hardly journalism at all, and even those with an avid interest in the subject will grow impatient."
3,"Mostly, (Goldbacher) just lets her complicated characters be unruly, confusing and, through it all, human."
1,"Even with its $50-million US budget, Pinocchio never quite achieves the feel of a fanciful motion picture."
1,"Adam Sandler's heart may be in the right place, but he needs to pull his head out of his butt"
3,A genuine mind-bender.
2,"The Master of Disguise is funny--not ""ha ha"" funny, ""dead circus performer"" funny."
2,cynical and serious look at teenage boys doing what they do best - being teenagers.
3,"Just as the recent Argentine film Son of the Bride reminded us that a feel-good movie can still show real heart, Time of Favor presents us with an action movie that actually has a brain."
1,That frenetic spectacle (on the TV show) has usually been leavened by a charm that's conspicuously missing from the Girls' big-screen blowout.
4,"Nonchalantly freaky and uncommonly pleasurable, Warm Water may well be the year's best and most unpredictable comedy."
3,"She's all-powerful, a voice for a pop-cyber culture that feeds on her Bjorkness."
1,Qualities that were once amusing are becoming irritating.
4,"This is a story that zings all the way through with originality, humour and pathos."
0,What a stiflingly unfunny and unoriginal mess this is!
1,"Too stagey, talky -- and long -- for its own good."
0,"As pure over-the-top trash, any John Waters movie has it beat by a country mile."
3,A tasty appetizer that leaves you wanting more.
3,"On its own staggeringly unoriginal terms, this gender-bending comedy is generally quite funny."
1,"A clumsily manufactured exploitation flick, a style-free exercise in manipulation and mayhem."
1,"It lacks the compassion, good-natured humor and the level of insight that made (Eyre's) first film something of a sleeper success."
0,"Personally, I'd rather watch them on the Animal Planet."
4,"As commander-in-chief of this film, Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world."
0,An annoying orgy of excess and exploitation that has no point and goes nowhere.
3,The art demands live viewing.
1,Paul Cox needed to show it.
4,Astonishing...(frames) profound ethical and philosophical questions in the form of dazzling pop entertainment.
2,"More than simply a portrait of early extreme sports, this peek into the 1970s skateboard revolution is a skateboard film as social anthropology..."
3,"Although the subject matter may still be too close to recent national events, the film works - mostly due to its superior cast of characters."
2,Quelle surprise!
3,A stirring road movie.
4,"Bursting through the constraints of its source, this is one adapted- from-television movie that actually looks as if it belongs on the big screen."
3,"Even with all its botches, Enigma offers all the pleasure of a handsome and well-made entertainment."
1,"The images lack contrast, are murky and are frequently too dark to be decipherable."
3,"There's real visual charge to the filmmaking, and a strong erotic spark to the most crucial lip-reading sequence."
3,"If you're in the right B-movie frame of mind, it may just scare the pants off you."
3,City by the Sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for.
0,Dismally dull sci-fi comedy.
3,"It's weird, wonderful, and not necessarily for kids."
4,"Executed with such gentle but insistent sincerity, with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond."
3,Maybe he was reading the minds of the audience.
2,May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman.
4,"Grenier is terrific, bringing an unforced, rapid-fire delivery to Toback's Heidegger- and Nietzsche-referencing dialogue."
0,Burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off.
3,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling (though no less horrifying for it).
2,"If Reno is to the left of liberal on the political spectrum, her tough, funny, rather chaotic show isn't subversive so much as it is nit-picky about the hypocrisies of our time."
1,It's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil' Bow Wow.
1,It labours as storytelling.
4,"A first-class road movie that proves you can run away from home, but your ego and all your problems go with you."
2,Maybe Thomas Wolfe was right: You can't go home again.
2,The plot's clearly mythic structure may owe more to Disney's strong sense of formula than to the original story.
0,"The nonstop artifice ultimately proves tiresome, with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations."
0,It makes me say the obvious: Abandon all hope of a good movie ye who enter here.
0,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.
0,"Yes, I have given this movie a rating of zero."
3,"A buoyant romantic comedy about friendship, love, and the truth that we're all in this together."
3,The locations go from stark desert to gorgeous beaches.
1,"An acceptable way to pass a little over an hour with moviegoers ages 8-10, but it's unlikely to inspire anything more than a visit to McDonald's, let alone some savvy street activism."
4,Those who aren't put off by the film's austerity will find it more than capable of rewarding them.
2,"We could have expected a little more human being, and a little less product."
2,"Tom Shadyac has learned a bit more craft since directing Adams, but he still lingers over every point until the slowest viewer grasps it."
2,Veers uncomfortably close to pro-Serb propaganda.
1,"Has nothing good to speak about other than the fact that it is relatively short, tries its best to hide the fact that Seagal's overweight and out of shape."
1,"Like a three-ring circus, there are side stories aplenty -- none of them memorable."
4,A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare's plays.
1,Just too silly and sophomoric to ensnare its target audience.
4,...one of the more influential works of the 'Korean New Wave'.
3,The closest thing to the experience of space travel
2,"In the long, dishonorable history of quickie teen-pop exploitation, Like Mike stands out for its only partly synthetic decency."
1,"Right now, they're merely signposts marking the slow, lingering death of imagination."
1,"While easier to sit through than most of Jaglom's self-conscious and gratingly irritating films, it's still tainted by cliches, painful improbability and murky points."
3,Bon appétit!
2,A movie that seems motivated more by a desire to match mortarboards with Dead Poets Society and Good Will Hunting than by its own story.
3,"As animation increasingly emphasizes the computer and the cool, this is a film that takes a stand in favor of tradition and warmth."
0,"Boy, has this franchise ever run out of gas."
1,The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative.
0,Two hours of junk.
0,This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer.
3,I love the opening scenes of a wintry New York City in 1899.
3,"(D)espite its familiar subject matter, Ice Age is consistently amusing and engrossing ..."
3,"Though its rather routine script is loaded with familiar situations, the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should."
1,Alternative medicine obviously has its merits ... but Ayurveda does the field no favors.
3,A living testament to the power of the eccentric and the strange.
1,It's not as awful as some of the recent Hollywood trip tripe ... but it's far from a groundbreaking endeavor.
4,"Infidelity drama is nicely shot, well-edited and features a standout performance by Diane Lane."
2,"Overall, it's a pretty mediocre family film."
1,A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties.
1,"Talkiness isn't necessarily bad, but the dialogue frequently misses the mark."
0,"But the 2002 film doesn't really believe in it, and breaks the mood with absurdly inappropriate 'comedy' scenes."
1,Not so much farcical as sour.
0,"Like life on the island, the movie grows boring despite the scenery."
1,The material and the production itself are little more than routine.
1,"Aspires to the cracked lunacy of The Adventures of Buckaroo Banzai, but thanks to an astonishingly witless script ends up more like The Adventures of Ford Fairlane."
2,"It's packed to bursting with incident, and with scores of characters, some fictional, some from history."
3,"Far more successful, if considerably less ambitious, than last year's Kubrick-meets-Spielberg exercise."
3,"When it's this rich and luscious, who cares?"
2,"and ""They're coming!"""
2,A glossy knock-off of a B-movie revenge flick.
4,"Informative, intriguing, observant, often touching...gives a human face to what's often discussed in purely abstract terms."
4,"A compelling pre-WWII drama with vivid characters and a warm, moving message."
1,"A bizarre piece of work, with premise and dialogue at the level of kids' television and plot threads as morose as teen pregnancy, rape and suspected murder"
1,"At best, Cletis Tout might inspire a trip to the video store -- in search of a better movie experience."
0,Skip this turd and pick your nose instead because you're sure to get more out of the latter experience.
4,"What a concept, what an idea, what a thrill ride."
3,"Unlike most surf movies, Blue Crush thrillingly uses modern technology to take the viewer inside the wave."
0,"Be forewarned, if you're depressed about anything before watching this film, you may just end up trying to drown yourself in a lake afterwards."
1,It has become apparent that the franchise's best years are long past.
2,"I'm all for the mentally challenged getting their fair shot in the movie business, but surely it doesn't have to be as a collection of keening and self-mutilating sideshow geeks."
3,It strikes hardest... when it reminds you how pertinent its dynamics remain.
3,"Most consumers of lo mein and General Tso's chicken barely give a thought to the folks who prepare and deliver it, so, hopefully, this film will attach a human face to all those little steaming cartons."
1,"Even in terms of the low-grade cheese standards on which it operates, it never quite makes the grade as tawdry trash."
1,The nicest thing that can be said about Stealing Harvard (which might have been called Freddy Gets Molested by a Dog) is that it's not as obnoxious as Tom Green's Freddie Got Fingered.
2,The filmmakers lack the nerve ... to fully exploit the script's potential for sick humor.
1,"Ill-considered, unholy hokum."
0,It's just merely very bad.
3,A flick about our infantilized culture that isn't entirely infantile.
1,"Rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre, who deserve more from a vampire pic than a few shrieky special effects."
2,What begins as a film in the tradition of The Graduate quickly switches into something more recyclable than significant.
2,"B picture, and I mean that as a compliment."
2,"Leading a double life in an American film only comes to no good, but not here."
2,Or else a doggie winks.
2,Especially compared with the television series that inspired the movie.
1,Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible.
3,The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard.
1,"This toothless Dog, already on cable, loses all bite on the big screen."
3,"This rich, bittersweet Israeli documentary, about the life of song-and-dance-man Pasach'ke Burstein and his family, transcends ethnic lines."
0,"Boll uses a lot of quick cutting and blurry step-printing to goose things up, but dopey dialogue and sometimes inadequate performances kill the effect."
0,This 90-minute dud could pass for Mike Tyson's E!
0,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.
0,"An amateurish, quasi-improvised acting exercise shot on ugly digital video."
0,The very simple story seems too simple and the working out of the plot almost arbitrary.
1,The elements were all there but lack of a pyschological center knocks it flat.
3,"Exactly what its title implies: lusty, boisterous and utterly charming."
0,"What remains is a variant of the nincompoop Benigni persona, here a more annoying, though less angry version of the irresponsible Sandlerian manchild, undercut by the voice of the star of Road Trip."
1,Cherish is a dud -- a romantic comedy that's not the least bit romantic and only mildly funny.
4,"Heartwarming here relies less on forced air than on Petter Næss' delicate, clever direction ... and a wonderful, imaginative script by Axel Hellstenius."
1,"Let's see, a haunted house, a haunted ship, what's next ... Ghost Blimp?"
1,"With its paint fights, motorized scooter chases and dewy-eyed sentiment, it's a pretty listless collection of kid-movie clichés."
3,"Based on Dave Barry's popular book of the same name, the movie benefits from having a real writer plot out all of the characters' moves and overlapping story."
1,What's missing is what we call the 'wow' factor.
1,"Normally, Rohmer's talky films fascinate me, but when he moves his setting to the past, and relies on a historical text, he loses the richness of characterization that makes his films so memorable."
1,"Even if it is generally amusing from time to time, I Spy has all the same problems the majority of action comedies have."
3,"You watch for that sense of openness, the little surprises."
4,"The urban landscapes are detailed down to the signs on the kiosks, and the color palette, with lots of somber blues and pinks, is dreamy and evocative."
1,"The abiding impression, despite the mild hallucinogenic buzz, is of overwhelming waste -- the acres of haute couture can't quite conceal that there's nothing resembling a spine here."
3,"It throws quirky characters, odd situations, and off-kilter dialogue at us, all as if to say, ""Look at this!"
2,The film truly does rescue (the Funk Brothers) from Motown's shadows.
2,"This is not Chabrol's best, but even his lesser works outshine the best some directors can offer."
3,Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise.
2,It's 51 times better than this.
2,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter, but the couples exposing themselves aren't all that interesting."
3,"A film neither bitter nor sweet, neither romantic nor comedic, neither warm nor fuzzy."
2,"It's a brilliant, honest performance by Nicholson, but the film is an agonizing bore except when the fantastic Kathy Bates turns up."
0,"Of all the Halloween's, this is the most visually unappealing."
4,"Light, silly, photographed with colour and depth, and rather a good time."
3,It's refreshing to see a romance this smart.
1,"Sodden and glum, even in those moments where it's supposed to feel funny and light."
1,"With nary a glimmer of self-knowledge, (Crane) becomes more specimen than character -- and Auto Focus remains a chilly, clinical lab report."
0,Nothing about the film -- with the possible exception of Elizabeth Hurley's breasts -- is authentic.
3,A manically generous Christmas vaudeville.
3,The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs.
4,"With Dickens' words and writer-director Douglas McGrath's even-toned direction, a ripping good yarn is told."
2,Certainly.
2,Simultaneously heartbreakingly beautiful and exquisitely sad.
0,"I approached the usher and said that if she had to sit through it again, she should ask for a raise."
3,It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film.
4,"The film is enriched by an imaginatively mixed cast of antic spirits, headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I've ever seen in the many film and stage adaptations of the work."
4,"These three films form a remarkably cohesive whole, both visually and thematically, through their consistently sensitive and often exciting treatment of an ignored people."
3,"Smart and alert, Thirteen Conversations About One Thing is a small gem."
4,Insanely hilarious!
3,"...strips Bible stores of the potential for sanctimoniousness, making them meaningful for both kids and church-wary adults."
1,"It's just weirdness for the sake of weirdness, and where Human Nature should be ingratiating, it's just grating."
1,"Its audacious ambitions sabotaged by pomposity, Steven Soderbergh's space opera emerges as a numbingly dull experience."
2,The Balkans provide the obstacle course for the love of a good woman.
4,It works its magic with such exuberance and passion that the film's length becomes a part of its fun.
0,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate, tiresome ugliness, it would be rendered tedious by Avary's failure to construct a story with even a trace of dramatic interest."
0,It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots.
1,A feel-good movie that doesn't give you enough to feel good about.
2,This version of H.G. Wells' Time Machine was directed by H.G. Wells' great-grandson.
1,"Give Shapiro, Goldman, and Bolado credit for good intentions, but there's nothing here that they couldn't have done in half an hour."
1,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism."
4,"If the real-life story is genuinely inspirational, the movie stirs us as well."
1,Disturbing.
4,"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs, making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers."
1,It's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip-gloss.
2,"The ending doesn't work ... but most of the movie works so well I'm almost recommending it, anyway -- maybe not to everybody, but certainly to people with a curiosity about how a movie can go very right, and then step wrong."
0,Why anyone who is not a character in this movie should care is beyond me.
2,The plot is romantic comedy boilerplate from start to finish.
1,"The movie's major and most devastating flaw is its reliance on formula, though, and it's quite enough to lessen the overall impact the movie could have had."
0,"It is depressing, ruthlessly pained and depraved, the movie equivalent of staring into an open wound."
2,"The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry, but Ram Dass: Fierce Grace doesn't organize it with any particular insight."
0,"As aimless as an old pickup skidding completely out of control on a long patch of black ice, the movie makes two hours feel like four."
4,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis.
1,...contains very few laughs and even less surprises.
0,"A horrible, 99-minute stink bomb."
3,"You can watch, giggle and get an adrenaline boost without feeling like you've completely lowered your entertainment standards."
2,"It briefly flirts with player masochism, but the point of real interest -– audience sadism -- is evaded completely."
3,Earnest and heartfelt but undernourished and plodding.
0,"A dull, somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise."
2,"The doofus-on- the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it."
0,It isn't quite one of the worst movies of the year.
3,The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet.
2,Cinematic pratfalls given a working over.
2,Underachieves only in not taking the Shakespeare parallels quite far enough.
2,Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film.
4,"Handled correctly, Wilde's play is a masterpiece of elegant wit and artifice."
4,This is the best Star Trek movie in a long time.
