label,sentence
fairly fearful,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!
fairly fearful,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks
fairly fearful,|Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed|
fairly fearful,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy
fairly fearful,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars
fairly fearful,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?
fairly fearful,|Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.|
fairly fearful,|@JennyPGR I worry about typos in any email to Simon, draft attached or not...|
fairly fearful,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)
fairly fearful,@BigBossPeltonen \nLikewise #death #cutting 
fairly fearful,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.
fairly fearful,horrid having a car n no liscence
fairly fearful,Today has dragged on #restless
fairly fearful,@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day
fairly fearful,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy
fairly fearful,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues
fairly fearful,How I Murdered Your Mother #SpookyTv #horror
fairly fearful,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life ðŸ™„ 
fairly fearful,Girls with hairy arms scare me
fairly fearful,Didn't concede yet but having a nightmare at the back #MUFC
fairly fearful,|me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover|
fairly fearful,I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.
fairly fearful,|In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting|
fairly fearful,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless
fairly fearful,Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball
fairly fearful,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. 
fairly fearful,mmmm i'm kinda sad i hope i can shake this before school
fairly fearful,Late night #thoughts. Feeling #restless.
fairly fearful,|However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety|
fairly fearful,@carlybigelow13 first you take the room now you wanna beat me up #bully
fairly fearful,@datboyJuniorE lool soon as man start loosing weight.  Its panic
fairly fearful,@jndtech horrible.
fairly fearful,â€œThe #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.â€   \n  â€•#Stanley #Coren
fairly fearful,Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.
fairly fearful,|@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments|
fairly fearful,How can America be so openly embracing racism. 
fairly fearful,Overtime... #TeamNA #WCH2016 #nervous
fairly fearful,|From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism|
fairly fearful,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k #apprehension?
fairly fearful,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16
fairly fearful,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream ðŸ˜‚ #horror #suchagirl
fairly fearful,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.
fairly fearful,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated
fairly fearful,How can America be so openly embracing racism. #dismayed
fairly fearful,Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.
fairly fearful,@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys ðŸ´ðŸ¦„
fairly fearful,Super shitting it about this tattoo 
fairly fearful,when people hit on me i try to shake them off by talking about how i hide from communism
fairly fearful,How am I supposed to intimidate the freshman if half of them are taller than I am??
fairly fearful,|How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself|
fairly fearful,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol 
fairly fearful,Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA
fairly fearful,Round 2 #panic #pcola
fairly fearful,|2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!|
fairly fearful,|Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans|
fairly fearful,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.
fairly fearful,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16
fairly fearful,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +
fairly fearful,#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India
fairly fearful,|However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety |
fairly fearful,Sickness bug! #awful
fairly fearful,@gowoonist i got that but you were alarming
fairly fearful,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible
fairly fearful,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it 
fairly fearful,|#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'|
fairly fearful,|David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor|
fairly fearful,@jjskeffington @foodbelfast I dread to think!
fairly fearful,I'm such a shy girlðŸ™„
fairly fearful,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. 
fairly fearful,@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• 
fairly fearful,onus is on Pakistan' : @MEAIndia after #Uri #terror attack
fairly fearful,|#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan|
fairly fearful,|They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.|
fairly fearful,Georgia Tech's Secondary is as soft as a marshmallow.  #horrible
fairly fearful,#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar
fairly fearful,Angelino's been horrific
fairly fearful,@BaileyDemented @hsmitty3 ill kill u if u bully her ðŸ˜¤ðŸ˜¤ðŸ˜¤
fairly fearful,|Rollover car crash on warren st, traffic is horrid #Boston|
fairly fearful,@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening
fairly fearful,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme
fairly fearful,Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.
fairly fearful,|It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. |
fairly fearful,Saga: When all of your devices and teles fail just in time for bake off  #gbbo
fairly fearful,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless
fairly fearful,|If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours|
fairly fearful,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit
fairly fearful,I really want to go for fright night but I really don't ðŸ˜
fairly fearful,@NaziaMemon01 yeah a terror packed terror supported speech..
fairly fearful,@peacexxanna your nightmare
fairly fearful,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot
fairly fearful,When you arrive at the office the day before your first ever festival and the Internet is down 
fairly fearful,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. ðŸ˜• #insomnia  #notfair
fairly fearful,|can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !|
fairly fearful,|@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.|
fairly fearful,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice
fairly fearful,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare
fairly fearful,|Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS ðŸ˜and pick up my new flat keys |
fairly fearful,a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain
fairly fearful,That old lady is cray cray #scared #BellaIsSoCute #awe #Empire
fairly fearful,|People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN|
fairly fearful,jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr
fairly fearful,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife
fairly fearful,@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.
fairly fearful,|@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, #shy|
fairly fearful,.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support
fairly fearful,@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?
fairly fearful,That's fucking horrific defending from Schalke
fairly fearful,While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty
fairly fearful,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot
fairly fearful,@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• #awful
fairly fearful,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive
fairly fearful,@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women
fairly fearful,Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep
fairly fearful,|@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity|
fairly fearful,Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible
fairly fearful,|Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000|
fairly fearful,So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.
fairly fearful,|@tylerhower Covering Milo might make senseâ€”not much, even at thatâ€”but celebrating him as puckish is cooperation in something ghastly.|
fairly fearful,|@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.|
fairly fearful,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...
fairly fearful,@rsiereilly my heart did the flutter
fairly fearful,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible
fairly fearful,In dire need of a worship session to just let go of everything
fairly fearful,A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.
fairly fearful,@KarenL109 replace the carpet!! #shocking !!!!
fairly fearful,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.
fairly fearful,He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror
fairly fearful,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions #worry
fairly fearful,@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.
fairly fearful,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.
fairly fearful,Now #India is #afraid of #bad .
fairly fearful,okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself
fairly fearful,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff
fairly fearful,|Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.|
fairly fearful,can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ 
fairly fearful,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;
fairly fearful,I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak
fairly fearful,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs
fairly fearful,I'm afraid she's the goat you libeling people?  #goat #libeling
fairly fearful,My study skills are terrible ðŸ˜’
fairly fearful,|@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;|
fairly fearful,Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?
fairly fearful,If the future doesn't fill you with existential dread are you even a real person
fairly fearful,|I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation|
fairly fearful,@YahooCare data stolen in 2014 and only now do you tell us #shocking.
fairly fearful,|@MasterTomTheDom  I hate winter, I dread it's arrival.|
fairly fearful,|#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?|
fairly fearful,PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.
fairly fearful,@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking
fairly fearful,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts 
fairly fearful,|When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott|
fairly fearful,can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ #nightmare
fairly fearful,@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful
fairly fearful,Forgot to plug the phone in overnight #nightmare
fairly fearful,@GMModular @goldmedalindia  horrible experience with a company like this #goldmedal #horrible sales person #wrong commitments#wrongproduct
fairly fearful,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror
fairly fearful,Bitch worry about me more than I worry about myself ðŸ™„ðŸ˜©
fairly fearful,|@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll|
fairly fearful,|Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.|
fairly fearful,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme
fairly fearful,|@BrumSciComm in a danish.  What horror, what depths. #gbbo|
fairly fearful,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking
fairly fearful,Men cannot even handle the suspicion of a horn farless ðŸ˜©
fairly fearful,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking
fairly fearful,@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.
fairly fearful,If I was friends with me I'd hate me SO MUCH with the amount I bully them
fairly fearful,Absolutely shocking. The decline of Rooney is a little embarrassing really!
fairly fearful,Excited and nervous for Tuesday
fairly fearful,@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage
fairly fearful,|@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice|
fairly fearful,Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excitedðŸ™Š
fairly fearful,@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary
fairly fearful,so I picked up my phone!!!' #shocking ðŸ˜³
fairly fearful,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. 
fairly fearful,Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ 
fairly fearful,Bayern Munich pitch is horrific
fairly fearful,@IPES_44 Mourinho is horrid
fairly fearful,@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.
fairly fearful,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2
fairly fearful,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible
fairly fearful,|#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!|
fairly fearful,|@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.|
fairly fearful,I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.
fairly fearful,You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic
fairly fearful,On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?
fairly fearful,|In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. |
fairly fearful,|@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully|
fairly fearful,|#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear|
fairly fearful,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you ðŸ˜¢#TeamNicole
fairly fearful,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking
fairly fearful,|Peopleâ€™s deepest passions often scare them too much to admit, even to themselves.|
fairly fearful,a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain
fairly fearful,|@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does|
fairly fearful,@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid
fairly fearful,@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..
fairly fearful,Man Utd are shambles that was horrific ðŸ˜­ðŸ˜­ðŸ˜­
fairly fearful,|False alarm, she's not coming out today ðŸ˜ž|
fairly fearful,3years today marks the anniversary of that horrid Westgate Attack in Nairobi. My heart out to all those of us who lost our family &amp; friendsðŸ•¯
fairly fearful,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.
fairly fearful,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor
fairly fearful,@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!
fairly fearful,dread pitt
fairly fearful,|@tbergg1 mine are good rn, gonna be horrid after next week|
fairly fearful,you come running back to me saying how much you miss me then cower away when we acc try a friendship ðŸ‘ðŸ¼
fairly fearful,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully
fairly fearful,When my life became such a concern to irrelevant ass people I'll never know
fairly fearful,|When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly|
fairly fearful,God we need a new goal keeper! Theyâ€™re both horrific.
fairly fearful,Thought I left that part of life behind me\nIt's back to haunt every girl that loves me
fairly fearful,|I hate that if I don't start the conversation, there won't be one.|
fairly fearful,Focusing primarily on the person youâ€™re talking to rather than yourself and the impression youâ€™re making lessens social anxiety.
fairly fearful,|We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer|
fairly fearful,#Trump â€™s â€˜Make America Great Againâ€™ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees
fairly fearful,@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale
fairly fearful,@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror
fairly fearful,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect
fairly fearful,|@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic|
fairly fearful,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience
fairly fearful,i've been rooting for him since the beginning #anxiety #BB18
fairly fearful,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. 
fairly fearful,@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!
fairly fearful,What a horrible track lakeside is ðŸ˜³ðŸ˜³ðŸ˜´ðŸ˜´
fairly fearful,|@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!ðŸ˜¡ðŸ˜ |
fairly fearful,Have to say that third City kit is fucking awful. Someone at Nike wants shooting.
fairly fearful,@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money
fairly fearful,#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger
fairly fearful,|@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?|
fairly fearful,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.
fairly fearful,Val is the type of woman you would dread bringing a donation for the bake sale #GBBO
fairly fearful,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy
fairly fearful,@saltmage I find it less daunting if I know one person at least!
fairly fearful,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything 
fairly fearful,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted
fairly fearful,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered 
fairly fearful,Caballero's passing remains absolutely dreadful I see!
fairly fearful,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare
fairly fearful,|Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.|
fairly fearful,|@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers|
fairly fearful,|Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS|
fairly fearful,|@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump |
fairly fearful,a #monster is only a #monster if you view him through #fear
fairly fearful,@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n
fairly fearful,I was so shy freshman year this guy introduced himself to me by asking if I spoke any English
fairly fearful,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help 
fairly fearful,Still salty about that fire alarm at 2am this morning.
fairly fearful,#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..
fairly fearful,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion
fairly fearful,|#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward |
fairly fearful,|Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.|
fairly fearful,Who's afraid of the clowns???\ncomment down there....
fairly fearful,Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times
fairly fearful,We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support
fairly fearful,That last minute was like watching a horror show #GBBO ðŸ˜¥
fairly fearful,That old lady is cray cray #scared #BellaIsSoCute  #Empire
fairly fearful,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor
fairly fearful,It were during the past's mistakes- similar to terror was pretty remarkable.
fairly fearful,Late night #thoughts. Feeling .
fairly fearful,@hotpatooties more like quickie divorce #awful
fairly fearful,Jk I'm not a loner just really shy ðŸ˜…
fairly fearful,i wanna passion and fear
fairly fearful,|@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested|
fairly fearful,If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow
fairly fearful,|Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations|
fairly fearful,Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful ðŸ˜©ðŸ˜©ðŸ˜©
fairly fearful,@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary ðŸ˜•
fairly fearful,Sickness bug! 
fairly fearful,|sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?|
fairly fearful,I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh
fairly fearful,|#ntfc mourinho is worried,  bringing Ibra  and Rushford on. |
fairly fearful,|3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime|
fairly fearful,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting
fairly fearful,@GSchwartz_ it wasn't a joke . #bully
fairly fearful,If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech
fairly fearful,|3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime|
fairly fearful,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder
fairly fearful,think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein
fairly fearful,Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme
fairly fearful,|When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love ðŸŽ¶|
fairly fearful,|@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game ðŸ¹ðŸ•ðŸºâ˜‰â˜‰|
fairly fearful,@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones ðŸ˜­ðŸ˜‚
fairly fearful,omg i just heard my dads alarm go off have i really been up all this time
fairly fearful,@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!
fairly fearful,I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh
fairly fearful,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.
fairly fearful,|Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI|
fairly fearful,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare
fairly fearful,#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional
fairly fearful,That goes the #alarm
fairly fearful,|#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?|
fairly fearful,Penny dreadful 3 temporada
