label,sentence
fairly sad,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth 
fairly sad,|@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people|
fairly sad,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad
fairly sad,|What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils|
fairly sad,|Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost|
fairly sad,i got his bitch depress
fairly sad,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful
fairly sad,|@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??|
fairly sad,|@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...|
fairly sad,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris
fairly sad,untypical kinda Friday #dull
fairly sad,|My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.|
fairly sad,@WestermannNina xDD it's a song that can not be weary (?)
fairly sad,Feels grim not having your nails done
fairly sad,|How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo|
fairly sad,That AK47 leave your spine with a frown
fairly sad,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late
fairly sad,@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost
fairly sad,One way ticket to the blues.
fairly sad,@SWP_Roads   How dull.
fairly sad,|@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.|
fairly sad,Marcus Roho is dreadful
fairly sad,|Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp|
fairly sad,Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook
fairly sad,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.
fairly sad,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind 
fairly sad,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs
fairly sad,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.
fairly sad,penny dreadful just cleaved off a fraction of my heart
fairly sad,|@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move|
fairly sad,|Everything is far away because time is short, no rest for the weary.|
fairly sad,@chelseafc let them know it's the #blues
fairly sad,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!
fairly sad,|@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse|
fairly sad,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...
fairly sad,|#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, |
fairly sad,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM
fairly sad,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
fairly sad,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT
fairly sad,@PurpleReplisol meden is frowning at you with her non existent face
fairly sad,@realDonaldTrump negative campaign of doom and gloom don't win elections
fairly sad,|if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him|
fairly sad,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
fairly sad,@HeyCaraJay I am inconsolable at this GIF in context
fairly sad,|@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.|
fairly sad,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.
fairly sad,@harowe this sad truth!
fairly sad,@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost
fairly sad,Don't wanna go to work but I want the money 
fairly sad,@ManUtd Rooney needs to come off! Absolutely dreadful! ðŸ™ˆðŸ™ˆðŸ™ˆ class goal from @carras16 @carras16 showing why he should be in the team!!
fairly sad,Y'all tune into Snapchat for Beans funereal
fairly sad,|At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe|
fairly sad,@RyhenMessedUp goodbye despair
fairly sad,Ffs dreadful defending
fairly sad,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke
fairly sad,|the waitress recognised me from last time i was in there moping, after my interview haha|
fairly sad,What day is it #lost
fairly sad,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad
fairly sad,|@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.|
fairly sad,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”
fairly sad,|236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots|
fairly sad,|The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.|
fairly sad,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does
fairly sad,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions
fairly sad,|@Nataliem55 sadly, war has often been the factor that jump starts US economic growth|
fairly sad,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete
fairly sad,|Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..|
fairly sad,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.
fairly sad,The word happiness would lose its meaning if it were not balanced by sadness.
fairly sad,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.
fairly sad,@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.
fairly sad,|1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer|
fairly sad,|@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!|
fairly sad,|Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk|
fairly sad,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS
fairly sad,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue
fairly sad,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.
fairly sad,|Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark|
fairly sad,|@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.|
fairly sad,November #canola lost $5.50 to $464.20 per tonne.
fairly sad,|@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer|
fairly sad,Brad Pitt being investigated for child abuse?! this all just got really #dark
fairly sad,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.
fairly sad,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \nâ€• Ernest Hemingway #quote
fairly sad,|[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --|
fairly sad,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. 
fairly sad,lost my 244 day snapchat streak i'm done
fairly sad,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.]
fairly sad,@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.
fairly sad,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! 
fairly sad,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main
fairly sad,|@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -|
fairly sad,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth 
fairly sad,Never leave me alone with my credit card. Nope nope mope.
fairly sad,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.
fairly sad,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.
fairly sad,|My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home|
fairly sad,â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.â€â€“Plato
fairly sad,|@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'|
fairly sad,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!
fairly sad,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final
fairly sad,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.
fairly sad,went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused
fairly sad,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked
fairly sad,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!
fairly sad,|@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.|
fairly sad,|@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --|
fairly sad,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear ðŸ˜˜
fairly sad,You don't know how to love me when you're sober #sober #selenagomez #revival
fairly sad,@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit
fairly sad,|@coalese ðŸ˜‚ðŸ˜‚ðŸ˜‚. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ðŸ˜‚|
fairly sad,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods
fairly sad,@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :)
fairly sad,What do you do?'\n'You are not worthy enough to know.' #what #serious
fairly sad,|If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?|
fairly sad,|@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday|
fairly sad,Why doesn't anybody I know watch penny dreadful? â˜¹ï¸ï¸
fairly sad,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober
fairly sad,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon
fairly sad,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly
fairly sad,|Trying to think positive, and not let this situation discourage me âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨|
fairly sad,Candice on great british bake off with that pout does my head in ðŸ‘ŠðŸ»ðŸ™„
fairly sad,@BBCSport too dull for the UK.
fairly sad,@LazyBoiSam blues... blues? ðŸ¤”
fairly sad,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK
fairly sad,|@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)|
fairly sad,Positive thoughts on these gloom cloudy days
fairly sad,When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure
fairly sad,|@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)|
fairly sad,|@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.|
fairly sad,Cheap pout my brodcast
fairly sad,|So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.|
fairly sad,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves
fairly sad,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad
fairly sad,|Niggas murking in each other. In murky water, I try to swim.|
fairly sad,@talkRobyn oh dear I have to watch this the woman with the pout did well
fairly sad,As I lost my heart to you there in the dark.. Underneath the stars ðŸŽ§
fairly sad,It's dark
fairly sad,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.
fairly sad,@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;)
fairly sad,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We
fairly sad,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
fairly sad,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype
fairly sad,@Samkingftw nahh thats grim
fairly sad,|It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!|
fairly sad,|@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.|
fairly sad,|@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.|
fairly sad,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats 
fairly sad,|LORD MAKE ME AN INSTRUMENT OF YOUR PEACE â€” Where there's hate, let me sow love â€” Where there's injury, pardon â€” Where there's despair, hope|
fairly sad,|@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame her.â€|
fairly sad,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.
fairly sad,some people leave toilets in fucking grim states
fairly sad,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime 
fairly sad,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull
fairly sad,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric
fairly sad,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious
fairly sad,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround
fairly sad,|@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory|
fairly sad,|Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'|
fairly sad,|@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat|
fairly sad,Awareness of time is awareness of time lost. #awareness #time 
fairly sad,the ending of how I met your mother is dreadful
fairly sad,|@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.|
fairly sad,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.
fairly sad,|When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.|
fairly sad,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost
fairly sad,#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb
fairly sad,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed
fairly sad,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston
fairly sad,@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;
fairly sad,|The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain|
fairly sad,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you
fairly sad,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???
fairly sad,Marcos rojo plays for man united !!  Just let that sink in !!!
fairly sad,|Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone|
fairly sad,i lost my wallet lol.... again....
fairly sad,|What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)|
fairly sad,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.
fairly sad,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke
fairly sad,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey
fairly sad,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
fairly sad,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process 
fairly sad,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today
fairly sad,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous
fairly sad,@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ðŸ®ðŸ·
fairly sad,|Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts|
fairly sad,Life's too short to be frowning for so long
fairly sad,A Leopard never changes its spots! #lost
fairly sad,In need of a serious nap rn
fairly sad,|Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'|
fairly sad,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7
fairly sad,|A pessimist is someone who, when opportunity knocks, complains about the noise.|
fairly sad,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin
fairly sad,|@JohnWildy71 something, too confused to type an entire word ðŸ˜œ See, I can laugh again. My hour of sadness has almost passed|
fairly sad,@jenhasonen it is supposed to be #dark and #gritty though
fairly sad,|This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink|
fairly sad,|That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.|
fairly sad,|Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff|
fairly sad,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?
fairly sad,@JoaquinPutoAmo vas a ir al de the amaity affliction?
fairly sad,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it
fairly sad,â€œThe immense importance of football is sometimes scary. When you donâ€™t win you are responsible for so many unhappy people.â€ - Arsene Wenger
fairly sad,|Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets|
fairly sad,|People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.|
fairly sad,Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.
fairly sad,@VosachResrus ^'ll just #wobble carry you #sink
fairly sad,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow
fairly sad,@10carley what a sulky pants!
fairly sad,Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  âœ¨
fairly sad,|I'm done with your piano, blues playing, smooth talking ass. On to the nexttt|
fairly sad,were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level
fairly sad,|It is a solemn thing, and no small scandal in the Kingdom, to see Godâ€™s children starving while seated at the Fatherâ€™s table. -AW Tozer|
fairly sad,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost
fairly sad,Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016
fairly sad,Fellaini has been playing ahead of this guy...just let that sink in
fairly sad,@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.
fairly sad,Gonna be a loooooong year as a Browns fan. Longer than normal and that's 
fairly sad,@RossKemp great programme tonight  #upsetting #extremeworld
fairly sad,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious
fairly sad,|@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant|
fairly sad,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.
fairly sad,Damn gud #premiere #LethalWeapon...#funny and #serious
fairly sad,|@sundersays made me laugh, that quote. In a sort of rueful way.|
fairly sad,|But When it come to a serious situation, I be glad I gave it deep thought ðŸ’¯|
fairly sad,All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me
fairly sad,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB
fairly sad,|@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down ðŸ˜­ðŸ˜­for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz|
fairly sad,|the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices|
fairly sad,|Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.|
fairly sad,|I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.|
fairly sad,Some Erykah Badu to sedate me ðŸ’•
fairly sad,|@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey|
fairly sad,Don't get discouraged when simple minds don't see your vision
fairly sad,#ThankYouCGI - Do not grow weary in doing good. #CGI2016
fairly sad,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind
fairly sad,I'm too sober time to get shit faced
fairly sad,I don't want perfect. It's too boring and dull.
fairly sad,@LacesUntied_ yea lol catchy you fret
fairly sad,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.
fairly sad,|AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.|
fairly sad,|Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'|
fairly sad,|@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion|
fairly sad,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost
fairly sad,there are #serious #chinks in #Indiaâ€™s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer
fairly sad,|From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. |
fairly sad,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO
fairly sad,@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley
fairly sad,|@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn|
fairly sad,@patthemanager how could I work with @chancetherapper . ? #serious
fairly sad,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it
fairly sad,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. â€• Mark Twain
fairly sad,Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day.
fairly sad,So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles
fairly sad,@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!
fairly sad,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris
fairly sad,Learning how to use twitter #lost
fairly sad,|@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.|
fairly sad,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh
fairly sad,@Netflix_ME penny dreadful season 3?
fairly sad,#Always #borrow #money from a #pessimist. He won't #expect it #back.
fairly sad,|-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco|
fairly sad,|@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ðŸ™ƒ|
fairly sad,In serious need of a nap
fairly sad,@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)
fairly sad,@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama
fairly sad,|I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.|
fairly sad,@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film
fairly sad,|Never switched up, stayed down this the same person since day one.|
fairly sad,Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful
fairly sad,And with rich Fumes his sullen sences cheer'd.
fairly sad,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor
fairly sad,|@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?|
fairly sad,First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family
fairly sad,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights
fairly sad,|@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/|
fairly sad,@BookOfKaells @quennell3_ no blues?!
fairly sad,|In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.|
fairly sad,|@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate|
fairly sad,Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on
fairly sad,@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.
fairly sad,thereâ€™s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan
fairly sad,|@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-|
fairly sad,@Bietron ðŸ¤“ dont be sad.. btw good night davina..go sleep larh..
fairly sad,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq
fairly sad,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday
fairly sad,Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta
